id	status	source	declaration	scope
IC489-coherent-general-semantic-pairing-map	checked	incidence-theory/IncidenceTheory/DependentCoherentSemanticSubstitutionClosure.lean	theorem IncDepGeneralSemanticPairingHead.coherentRealization_map	The strengthened general pairing retains exactly the Sigma-valued semantic assignment map.
IC490-coherent-semantic-substitution-closure-capstone	checked	incidence-theory/IncidenceTheory/DependentCoherentSemanticSubstitutionClosure.lean	theorem incDepCoherentSemanticSubstitutionClosureTheorem	One certificate packages composition and arbitrary source-side pairing closure for intrinsically lookup-coherent semantic substitutions.
IC491-completed-coherent-substitution-coverage	checked	incidence-theory/IncidenceTheory/DependentCoherentWholeCwFReadiness.lean	def IncDepCompletedCoherentSubstitutionCoverage	Global substitution coverage is strengthened by anchoring every target to a fixed completion model's canonical semantic context and requiring intrinsic lookup coherence.
IC492-coherent-to-completed-substitution	checked	incidence-theory/IncidenceTheory/DependentCoherentWholeCwFReadiness.lean	noncomputable def IncDepCoherentSemanticSubstitutionInto.toCompleted	A canonical lookup-coherent realization forgets to the existing completed semantic-substitution record while retaining its target tree.
IC493-coherent-to-completed-map	checked	incidence-theory/IncidenceTheory/DependentCoherentWholeCwFReadiness.lean	theorem IncDepCoherentSemanticSubstitutionInto.toCompleted_map	Forgetting intrinsic lookup coherence preserves the semantic assignment map exactly.
IC494-coherent-coverage-implies-basic	checked	incidence-theory/IncidenceTheory/DependentCoherentWholeCwFReadiness.lean	theorem IncDepCompletedCoherentSubstitutionCoverage.toBasic	Canonical lookup-coherent global coverage implies the previous completed substitution coverage gate.
IC495-coherent-whole-cwf-readiness	checked	incidence-theory/IncidenceTheory/DependentCoherentWholeCwFReadiness.lean	structure IncDepCoherentWholeCwFMorphismReadiness	Strengthened whole-CwF readiness bundles judgment completion with canonical lookup-coherent substitution coverage.
IC496-coherent-whole-cwf-readiness-constructor	checked	incidence-theory/IncidenceTheory/DependentCoherentWholeCwFReadiness.lean	def IncDepCoherentWholeCwFMorphismReadiness.ofGates	The strengthened readiness package is constructed directly from its judgment and coherent substitution gates.
IC497-coherent-whole-cwf-readiness-exact	checked	incidence-theory/IncidenceTheory/DependentCoherentWholeCwFReadiness.lean	theorem incDepCoherentWholeCwFMorphismReadiness_iff	Strengthened readiness exists if and only if judgment completion and canonical lookup-coherent substitution coverage both hold.
IC498-coherent-whole-cwf-readiness-forgetful	checked	incidence-theory/IncidenceTheory/DependentCoherentWholeCwFReadiness.lean	noncomputable def IncDepCoherentWholeCwFMorphismReadiness.toBasic	Every strengthened readiness certificate canonically yields the previous whole-CwF readiness certificate.
IC499-coherent-whole-cwf-boundary-capstone	checked	incidence-theory/IncidenceTheory/DependentCoherentWholeCwFReadiness.lean	theorem incDepCoherentWholeCwFMorphismBoundaryTheorem	One certificate combines all local CwF laws, intrinsic identity projection and closure results, the exact strengthened totality boundary, and forgetful soundness to the prior boundary.
IC500-coherent-realization-term-invariance	checked	incidence-theory/IncidenceTheory/DependentCoherentSemanticSubstitutionInduction.lean	noncomputable def IncDepCoherentSemanticSubstitutionInto.ofTermEq	Intrinsic lookup-coherent realization transports across changes of proof-relevant substitution witnesses with the same term function.
IC501-coherent-realization-term-invariance-map	checked	incidence-theory/IncidenceTheory/DependentCoherentSemanticSubstitutionInduction.lean	theorem IncDepCoherentSemanticSubstitutionInto.ofTermEq_map	Strengthened proof-witness transport preserves the semantic assignment map exactly.
IC502-coherent-realization-term-invariance-tree	checked	incidence-theory/IncidenceTheory/DependentCoherentSemanticSubstitutionInduction.lean	theorem IncDepCoherentSemanticSubstitutionInto.ofTermEq_tree	Strengthened proof-witness transport preserves the target semantic tree exactly.
IC503-coherent-empty-target-realization	checked	incidence-theory/IncidenceTheory/DependentCoherentSemanticSubstitutionInduction.lean	noncomputable def IncDepRawSubstitution.coherentEmptySemanticInto	Every substitution into the empty target has a canonical intrinsically lookup-coherent realization.
IC504-coherent-empty-target-map	checked	incidence-theory/IncidenceTheory/DependentCoherentSemanticSubstitutionInduction.lean	theorem IncDepRawSubstitution.coherentEmptySemanticInto_map	The strengthened empty-target realization has the unique lifted-unit semantic map.
IC505-coherent-substitution-induction-step	checked	incidence-theory/IncidenceTheory/DependentCoherentSemanticSubstitutionInduction.lean	noncomputable def IncDepRawSubstitution.coherentSemanticIntoOfTailAndHead	A coherent canonical-tail realization and general semantic data for the actual head produce a coherent realization of the original proof-relevant substitution.
IC506-coherent-substitution-induction-step-map	checked	incidence-theory/IncidenceTheory/DependentCoherentSemanticSubstitutionInduction.lean	theorem IncDepRawSubstitution.coherentSemanticIntoOfTailAndHead_map	The strengthened induction step retains exactly the semantic pairing assignment map.
IC507-coherent-substitution-induction-capstone	checked	incidence-theory/IncidenceTheory/DependentCoherentSemanticSubstitutionInduction.lean	theorem incDepCoherentSemanticSubstitutionInductionTheorem	One certificate packages proof-witness invariance, automatic empty targets, and arbitrary head-tail extension for recursive intrinsically coherent substitution coverage.
IC508-aligned-context-semantic-tree	checked	incidence-theory/IncidenceTheory/DependentAlignedContextSemantics.lean	inductive IncDepAlignedContextSemanticTree	A dependent semantic telescope is indexed simultaneously by its coherent formation-readiness witness and exact semantic result.
IC509-aligned-context-raw-erasure	checked	incidence-theory/IncidenceTheory/DependentAlignedContextSemantics.lean	noncomputable def IncDepAlignedContextSemanticTree.toRawTree	Every readiness-aligned semantic telescope erases to the established raw semantic tree at the same result index.
IC510-aligned-context-empty-erasure	checked	incidence-theory/IncidenceTheory/DependentAlignedContextSemantics.lean	theorem IncDepAlignedContextSemanticTree.toRawTree_empty	Erasure of the aligned empty telescope is definitionally the canonical empty semantic tree.
IC511-aligned-context-extend-erasure	checked	incidence-theory/IncidenceTheory/DependentAlignedContextSemantics.lean	theorem IncDepAlignedContextSemanticTree.toRawTree_extend	Erasure commutes definitionally with aligned telescope extension.
IC512-aligned-canonical-synthesis	checked	incidence-theory/IncidenceTheory/DependentAlignedContextSemantics.lean	noncomputable def IncDepRawCoherentContext.WellFormed.alignSynthesis	Canonical coherent formation dispatch recursively constructs a semantic tree aligned with the exact readiness telescope.
IC513-aligned-synthesis-package	checked	incidence-theory/IncidenceTheory/DependentAlignedContextSemantics.lean	noncomputable def IncDepRawCoherentContext.WellFormed.synthesizeAligned	The canonical semantic result and its readiness-aligned semantic telescope are packaged dependently.
IC514-aligned-raw-package	checked	incidence-theory/IncidenceTheory/DependentAlignedContextSemantics.lean	noncomputable def IncDepRawCoherentContext.WellFormed.synthesizeAlignedRaw	Erasing alignment retains the dependent semantic result/tree package.
IC515-aligned-raw-package-exact	checked	incidence-theory/IncidenceTheory/DependentAlignedContextSemantics.lean	theorem IncDepRawCoherentContext.WellFormed.synthesizeAlignedRaw_eq	The erased aligned synthesis package equals the existing canonical synthesis package exactly.
IC516-aligned-result-exact	checked	incidence-theory/IncidenceTheory/DependentAlignedContextSemantics.lean	theorem IncDepRawCoherentContext.WellFormed.synthesizeAligned_result_eq	Aligned synthesis retains the exact canonical semantic-result index.
IC517-aligned-tree-exact	checked	incidence-theory/IncidenceTheory/DependentAlignedContextSemantics.lean	theorem IncDepRawCoherentContext.WellFormed.synthesizeAligned_tree_eq	The erased aligned tree is heterogeneously equal to the existing canonical semantic tree at its dependent index.
IC518-aligned-context-semantics-capstone	checked	incidence-theory/IncidenceTheory/DependentAlignedContextSemantics.lean	theorem incDepAlignedContextSemanticsTheorem	One certificate packages exact aligned synthesis at the result, tree, and dependent-package levels.
IC519-source-head-typing-semantic-coverage	checked	incidence-theory/IncidenceTheory/DependentSourceHeadSemanticCoverage.lean	def IncDepSourceHeadTypingSemanticCoverage	The remaining local source-head hypothesis is isolated as semantic typing coverage after canonical formation dispatch.
IC520-source-head-formation-automatic	checked	incidence-theory/IncidenceTheory/DependentSourceHeadSemanticCoverage.lean	noncomputable def IncDepCoherentSemanticSubstitutionInto.sourceHeadFormation	Canonical formation preservation automatically constructs the formation-substitution fiber for every coherent tail realization.
IC521-source-head-build-general-pairing	checked	incidence-theory/IncidenceTheory/DependentSourceHeadSemanticCoverage.lean	noncomputable def IncDepSourceHeadTypingSemanticCoverage.buildHead	Typing-only source-head coverage completes automatic formation dispatch into a general semantic pairing package.
IC522-source-head-build-term-exact	checked	incidence-theory/IncidenceTheory/DependentSourceHeadSemanticCoverage.lean	theorem IncDepSourceHeadTypingSemanticCoverage.buildHead_term	The constructed general pairing package retains the requested arbitrary source-head term exactly.
IC523-source-head-coherent-extension	checked	incidence-theory/IncidenceTheory/DependentSourceHeadSemanticCoverage.lean	noncomputable def IncDepSourceHeadTypingSemanticCoverage.extendCoherently	Typing-only source-head coverage closes the coherent recursive extension step for the original proof-relevant substitution.
IC524-source-head-coverage-boundary-capstone	checked	incidence-theory/IncidenceTheory/DependentSourceHeadSemanticCoverage.lean	theorem incDepSourceHeadSemanticCoverageBoundaryTheorem	One certificate states automatic formation synthesis and exact general-head construction from the minimal remaining typing-semantic coverage assumption.
IC525-two-sided-coherent-interface	checked	incidence-theory/IncidenceTheory/DependentTwoSidedCoherentSemanticSubstitution.lean	structure IncDepTwoSidedCoherentSemanticSubstitutionInto	A strengthened coherent semantic substitution retains the semantic context tree at both source and target.
IC526-two-sided-semantic-map	checked	incidence-theory/IncidenceTheory/DependentTwoSidedCoherentSemanticSubstitution.lean	def IncDepTwoSidedCoherentSemanticSubstitutionInto.semanticSubstitution	The two-sided interface exposes the same exact semantic assignment map as its coherent realization.
IC527-two-sided-identity	checked	incidence-theory/IncidenceTheory/DependentTwoSidedCoherentSemanticSubstitution.lean	noncomputable def IncDepTwoSidedCoherentSemanticSubstitutionInto.identity	Identity substitutions are coherently anchored by one semantic tree at both endpoints.
IC528-two-sided-identity-source-tree	checked	incidence-theory/IncidenceTheory/DependentTwoSidedCoherentSemanticSubstitution.lean	theorem IncDepTwoSidedCoherentSemanticSubstitutionInto.identity_sourceTree	The two-sided identity retains its supplied source semantic tree exactly.
IC529-two-sided-proof-transport	checked	incidence-theory/IncidenceTheory/DependentTwoSidedCoherentSemanticSubstitution.lean	noncomputable def IncDepTwoSidedCoherentSemanticSubstitutionInto.ofTermEq	Two-sided coherence transports across proof-relevant substitutions with the same computational term function.
IC530-two-sided-proof-transport-source-tree	checked	incidence-theory/IncidenceTheory/DependentTwoSidedCoherentSemanticSubstitution.lean	theorem IncDepTwoSidedCoherentSemanticSubstitutionInto.ofTermEq_sourceTree	Proof-witness transport preserves the exact source semantic tree.
IC531-two-sided-empty	checked	incidence-theory/IncidenceTheory/DependentTwoSidedCoherentSemanticSubstitution.lean	noncomputable def IncDepRawSubstitution.twoSidedCoherentEmptySemanticInto	Every substitution into the empty target is two-sided coherent once its source semantic tree is supplied.
IC532-two-sided-empty-source-tree	checked	incidence-theory/IncidenceTheory/DependentTwoSidedCoherentSemanticSubstitution.lean	theorem IncDepRawSubstitution.twoSidedCoherentEmpty_sourceTree	The empty-target realization retains its supplied source semantic tree exactly.
IC533-two-sided-head-extension	checked	incidence-theory/IncidenceTheory/DependentTwoSidedCoherentSemanticSubstitution.lean	noncomputable def IncDepSourceHeadTypingSemanticCoverage.extendTwoSidedCoherently	Typing-only head coverage extends a two-sided coherent tail to the original proof-relevant substitution.
IC534-two-sided-head-extension-source-tree	checked	incidence-theory/IncidenceTheory/DependentTwoSidedCoherentSemanticSubstitution.lean	theorem IncDepSourceHeadTypingSemanticCoverage.extendTwoSidedCoherently_sourceTree	Two-sided arbitrary-head extension preserves the exact source semantic telescope.
IC535-two-sided-coherent-capstone	checked	incidence-theory/IncidenceTheory/DependentTwoSidedCoherentSemanticSubstitution.lean	theorem incDepTwoSidedCoherentSemanticSubstitutionTheorem	One certificate packages source-tree-anchored identity, empty targets, and proof-witness invariance.
IC536-source-identity-typing-dispatch	checked	incidence-theory/IncidenceTheory/DependentSourceHeadReadinessAlignment.lean	noncomputable def IncDepTwoSidedCoherentSemanticSubstitutionInto.sourceIdentityTypingDispatch	Canonical typing preservation interprets a coherently ready source judgment along identity on the retained source semantic tree.
IC537-source-head-readiness-alignment	checked	incidence-theory/IncidenceTheory/DependentSourceHeadReadinessAlignment.lean	structure IncDepSourceHeadReadinessAlignment	The exact local discharge witness combines coherent source typing readiness with a fiber equivalence to the semantic-tail formation result.
IC538-source-head-aligned-typing-result	checked	incidence-theory/IncidenceTheory/DependentSourceHeadReadinessAlignment.lean	noncomputable def IncDepSourceHeadReadinessAlignment.typingResult	Aligned readiness transports the identity-dispatch term into the required source formation fiber.
IC539-source-head-readiness-alignment-coverage	checked	incidence-theory/IncidenceTheory/DependentSourceHeadReadinessAlignment.lean	def IncDepSourceHeadReadinessAlignmentCoverage	Global aligned-readiness coverage quantifies source-tree and alignment witnesses for every arbitrary source head.
IC540-source-head-alignment-discharges-typing	checked	incidence-theory/IncidenceTheory/DependentSourceHeadReadinessAlignment.lean	noncomputable def IncDepSourceHeadReadinessAlignmentCoverage.toTypingCoverage	Global aligned-readiness coverage implies the complete typing-only source-head semantic coverage gate.
IC541-source-head-readiness-alignment-capstone	checked	incidence-theory/IncidenceTheory/DependentSourceHeadReadinessAlignment.lean	theorem incDepSourceHeadReadinessAlignmentTheorem	One certificate packages source identity interpretation and the exact discharge of typing-only source-head coverage.
IC542-global-two-sided-package	checked	incidence-theory/IncidenceTheory/DependentGlobalTwoSidedSubstitutionCoverage.lean	structure IncDepGlobalTwoSidedSubstitutionPackage	A dependent package stores a two-sided realization and heterogeneous exactness of its supplied source semantic tree.
IC543-global-two-sided-coverage	checked	incidence-theory/IncidenceTheory/DependentGlobalTwoSidedSubstitutionCoverage.lean	def IncDepGlobalTwoSidedSubstitutionCoverage	Every raw substitution into a coherent target has an existential two-sided semantic realization retaining the fixed source endpoint.
IC544-recursive-two-sided-realization	checked	incidence-theory/IncidenceTheory/DependentGlobalTwoSidedSubstitutionCoverage.lean	noncomputable def IncDepSourceHeadTypingSemanticCoverage.realizeTwoSided	Typing-only source-head coverage recursively realizes every raw substitution over its target telescope.
IC545-recursive-source-tree-exact	checked	incidence-theory/IncidenceTheory/DependentGlobalTwoSidedSubstitutionCoverage.lean	theorem IncDepSourceHeadTypingSemanticCoverage.realizeTwoSided_sourceTree	The recursive global realization retains the supplied dependent source semantic tree exactly.
IC546-typing-coverage-implies-global-two-sided	checked	incidence-theory/IncidenceTheory/DependentGlobalTwoSidedSubstitutionCoverage.lean	noncomputable def IncDepSourceHeadTypingSemanticCoverage.toGlobalTwoSidedCoverage	The local typing-only source-head gate suffices for global two-sided substitution coverage.
IC547-alignment-coverage-implies-global-two-sided	checked	incidence-theory/IncidenceTheory/DependentGlobalTwoSidedSubstitutionCoverage.lean	noncomputable def IncDepSourceHeadReadinessAlignmentCoverage.toGlobalTwoSidedCoverage	Readiness/alignment coverage implies global two-sided substitution coverage through the exact local discharge theorem.
IC548-global-two-sided-coverage-capstone	checked	incidence-theory/IncidenceTheory/DependentGlobalTwoSidedSubstitutionCoverage.lean	theorem incDepGlobalTwoSidedSubstitutionCoverageTheorem	One certificate packages both sufficient local gates and exact source-tree preservation for the global recursion.
IC549-canonical-formation-target-invariance	checked	incidence-theory/IncidenceTheory/DependentFormationTargetInvariance.lean	def IncDepCanonicalFormationTargetInvariance	The exact anchoring law makes canonical target formation semantics independent of every source-side substitution input.
IC550-base-target-invariance	checked	incidence-theory/IncidenceTheory/DependentFormationTargetInvariance.lean	theorem IncDepRawSubstitutionFiberModel.base_targetFormation_invariant	Base formation target semantics is source-independent definitionally.
IC551-unit-target-invariance	checked	incidence-theory/IncidenceTheory/DependentFormationTargetInvariance.lean	theorem IncDepRawSubstitutionFiberModel.unit_targetFormation_invariant	Unit formation target semantics is source-independent definitionally.
IC552-source-head-target-identity-equality	checked	incidence-theory/IncidenceTheory/DependentFormationTargetInvariance.lean	theorem IncDepCoherentSemanticSubstitutionInto.sourceHeadFormation_target_eq	Under target invariance, arbitrary source-head target formation equals identity dispatch on the same target tree.
IC553-formation-target-invariance-capstone	checked	incidence-theory/IncidenceTheory/DependentFormationTargetInvariance.lean	theorem incDepFormationTargetInvarianceBoundaryTheorem	One certificate packages unconditional base and unit target invariance.
IC554-target-typing-dependent-package	checked	incidence-theory/IncidenceTheory/DependentMutualTargetInvarianceMotive.lean	def IncDepRawStrictTypingSubstitutionDispatchResult.targetPackage	A Sigma package bundles the dependent target semantic type and target semantic term emitted by strict typing dispatch.
IC555-local-formation-target-invariance	checked	incidence-theory/IncidenceTheory/DependentMutualTargetInvarianceMotive.lean	def IncDepCanonicalFormationTargetInvariantAt	Formation target-invariance is localized at one coherent formation-readiness witness for mutual induction.
IC556-local-typing-target-invariance	checked	incidence-theory/IncidenceTheory/DependentMutualTargetInvarianceMotive.lean	def IncDepCanonicalTypingTargetInvariantAt	Typing target-invariance records target-formation equality and heterogeneous target semantic-term equality at one coherent typing-readiness witness.
IC557-global-local-formation-invariance-equivalence	checked	incidence-theory/IncidenceTheory/DependentMutualTargetInvarianceMotive.lean	theorem incDepCanonicalFormationTargetInvariance_iff_local	The global formation target-invariance law is exactly equivalent to universal local formation invariance.
IC558-local-base-invariance	checked	incidence-theory/IncidenceTheory/DependentMutualTargetInvarianceMotive.lean	theorem incDepCanonicalFormationTargetInvariantAt_base	The localized mutual-induction formation motive is closed for base types.
IC559-local-unit-invariance	checked	incidence-theory/IncidenceTheory/DependentMutualTargetInvarianceMotive.lean	theorem incDepCanonicalFormationTargetInvariantAt_unit	The localized mutual-induction formation motive is closed for unit types.
IC560-mutual-target-invariance-motive-capstone	checked	incidence-theory/IncidenceTheory/DependentMutualTargetInvarianceMotive.lean	theorem incDepMutualTargetInvarianceMotiveTheorem	One certificate packages global/local equivalence, unconditional base/unit cases, and variable closure under its exact provider law.
IC561-local-typing-unit-invariance	checked	incidence-theory/IncidenceTheory/DependentMutualTargetInvarianceMotive.lean	theorem incDepCanonicalTypingTargetInvariantAt_unit	The localized typing target-invariance motive is closed definitionally for the unit term.
IC562-variable-target-invariance-law	checked	incidence-theory/IncidenceTheory/DependentMutualTargetInvarianceMotive.lean	def IncDepCanonicalVariableTargetInvariance	The exact missing variable-provider law requires target-variable source-independence whenever recursive formation interpretation is source-independent.
IC563-local-variable-invariance-closure	checked	incidence-theory/IncidenceTheory/DependentMutualTargetInvarianceMotive.lean	theorem incDepCanonicalTypingTargetInvariantAt_variable	The explicit variable-provider invariance law closes the variable typing motive from the recursive formation motive.
IC564-strict-pi-target-equation	checked	incidence-theory/IncidenceTheory/DependentFormationConstructorTargetEquations.lean	theorem IncDepRawSubstitutionFiberModel.dispatchStrictPiFormation_target	Strict Pi formation dispatch exposes exactly the semantic Pi of its recursive target formation results.
IC565-strict-sigma-target-equation	checked	incidence-theory/IncidenceTheory/DependentFormationConstructorTargetEquations.lean	theorem IncDepRawSubstitutionFiberModel.dispatchStrictSigmaFormation_target	Strict Sigma formation dispatch exposes exactly the semantic Sigma of its recursive target formation results.
IC566-formation-constructor-target-equations-capstone	checked	incidence-theory/IncidenceTheory/DependentFormationConstructorTargetEquations.lean	theorem incDepFormationConstructorTargetEquationsTheorem	One certificate packages the definitional Pi and Sigma target projection equations.
IC567-dependent-formation-target-package	checked	incidence-theory/IncidenceTheory/DependentFormationTargetPackage.lean	def IncDepRawDependentFormationTargetPackage	A Sigma package binds a domain target formation to a codomain target formation over its exact extended context.
IC568-dependent-target-package-pi	checked	incidence-theory/IncidenceTheory/DependentFormationTargetPackage.lean	def IncDepRawDependentFormationTargetPackage.pi	A dependent target package assembles canonically into a Pi formation semantic result.
IC569-dependent-target-package-sigma	checked	incidence-theory/IncidenceTheory/DependentFormationTargetPackage.lean	def IncDepRawDependentFormationTargetPackage.sigma	A dependent target package assembles canonically into a Sigma formation semantic result.
IC570-dependent-target-package-pi-congruence	checked	incidence-theory/IncidenceTheory/DependentFormationTargetPackage.lean	theorem IncDepRawDependentFormationTargetPackage.pi_congr	Equality of dependent target packages implies equality of their Pi semantic formations.
IC571-dependent-target-package-sigma-congruence	checked	incidence-theory/IncidenceTheory/DependentFormationTargetPackage.lean	theorem IncDepRawDependentFormationTargetPackage.sigma_congr	Equality of dependent target packages implies equality of their Sigma semantic formations.
IC572-dispatch-dependent-target-package	checked	incidence-theory/IncidenceTheory/DependentFormationTargetPackage.lean	def IncDepRawStrictFormationSubstitutionDispatchResult.dependentTargetPackage	Recursive strict formation dispatch results expose their dependent domain/codomain target package.
IC573-strict-pi-target-package-equation	checked	incidence-theory/IncidenceTheory/DependentFormationTargetPackage.lean	theorem IncDepRawSubstitutionFiberModel.dispatchStrictPiFormation_target_package	Strict Pi target formation is definitionally the Pi function of its dependent target package.
IC574-strict-sigma-target-package-equation	checked	incidence-theory/IncidenceTheory/DependentFormationTargetPackage.lean	theorem IncDepRawSubstitutionFiberModel.dispatchStrictSigmaFormation_target_package	Strict Sigma target formation is definitionally the Sigma function of its dependent target package.
IC575-formation-target-package-capstone	checked	incidence-theory/IncidenceTheory/DependentFormationTargetPackage.lean	theorem incDepFormationTargetPackageTheorem	One certificate packages Pi and Sigma congruence over dependent target packages.
IC576-local-pi-target-invariance	checked	incidence-theory/IncidenceTheory/DependentPiSigmaTargetInvariance.lean	theorem incDepCanonicalFormationTargetInvariantAt_pi	Recursive domain and codomain target invariance close the local Pi formation target-invariance motive.
IC577-local-sigma-target-invariance	checked	incidence-theory/IncidenceTheory/DependentPiSigmaTargetInvariance.lean	theorem incDepCanonicalFormationTargetInvariantAt_sigma	Recursive domain and codomain target invariance close the local Sigma formation target-invariance motive.
IC578-pi-sigma-target-invariance-capstone	checked	incidence-theory/IncidenceTheory/DependentPiSigmaTargetInvariance.lean	theorem incDepPiSigmaTargetInvarianceTheorem	One certificate packages recursive Pi and Sigma formation target-invariance closure.
IC579-identity-formation-target-package	checked	incidence-theory/IncidenceTheory/DependentIdentityTargetPackage.lean	def IncDepRawIdentityFormationTargetPackage	A dependent package binds the Identity carrier interpretation and both endpoints in its exact semantic fiber.
IC580-identity-target-package-constructor	checked	incidence-theory/IncidenceTheory/DependentIdentityTargetPackage.lean	def IncDepRawIdentityFormationTargetPackage.identity	An Identity target package assembles canonically into an Identity formation semantic result.
IC581-identity-target-package-congruence	checked	incidence-theory/IncidenceTheory/DependentIdentityTargetPackage.lean	theorem IncDepRawIdentityFormationTargetPackage.identity_congr	Equality of Identity target packages implies equality of their Identity semantic formations.
IC582-dispatch-identity-target-package	checked	incidence-theory/IncidenceTheory/DependentIdentityTargetPackage.lean	def IncDepRawStrictFormationSubstitutionDispatchResult.identityTargetPackage	Strict Identity dispatch inputs expose their exact dependent carrier-and-endpoints target package.
IC583-strict-identity-target-package-equation	checked	incidence-theory/IncidenceTheory/DependentIdentityTargetPackage.lean	theorem IncDepRawSubstitutionFiberModel.dispatchStrictIdentityFormation_target_package	Strict Identity target formation is definitionally the Identity function of its dependent target package.
IC584-identity-normalization-invariance-boundary	checked	incidence-theory/IncidenceTheory/DependentIdentityTargetPackage.lean	def IncDepCanonicalIdentityTargetPackageInvariance	The exact additional Identity law requires normalized endpoint target packages to remain source-independent under the rebase provider.
IC585-local-identity-target-invariance-closure	checked	incidence-theory/IncidenceTheory/DependentIdentityTargetPackage.lean	theorem incDepCanonicalFormationTargetInvariantAt_identity	The explicit Identity package law closes formation target invariance from recursive carrier and endpoint invariance.
IC586-identity-target-package-capstone	checked	incidence-theory/IncidenceTheory/DependentIdentityTargetPackage.lean	theorem incDepIdentityTargetPackageTheorem	One certificate packages Identity target congruence and the exact conditional closure boundary.
IC587-canonical-formation-rebase-provider	checked	incidence-theory/IncidenceTheory/DependentCanonicalRebase.lean	structure IncDepRawCanonicalFormationRebaseProvider	A realizable scoped provider requests rebase only between results carrying provenance from one common canonical formation fiber.
IC588-canonical-rebase-provider-construction	checked	incidence-theory/IncidenceTheory/DependentCanonicalRebase.lean	def incDepRawCanonicalFormationRebaseProvider	Canonical uniqueness constructs the scoped rebase provider without a global arbitrary-fiber hypothesis.
IC589-canonical-formation-normalization	checked	incidence-theory/IncidenceTheory/DependentCanonicalRebase.lean	def IncDepRawStrictTypingSubstitutionDispatchResult.normalizeCanonicalFormation	Typing results normalize to a shared-canonical formation result using provenance-derived rebase.
IC590-canonical-normalization-target-exact	checked	incidence-theory/IncidenceTheory/DependentCanonicalRebase.lean	theorem IncDepRawStrictTypingSubstitutionDispatchResult.normalizeCanonicalFormation_formation	Canonical normalization returns the requested formation result definitionally.
IC591-canonical-rebase-provider-nonempty	checked	incidence-theory/IncidenceTheory/DependentCanonicalRebase.lean	theorem incDepRawCanonicalFormationRebaseProvider_nonempty	The provenance-scoped rebase provider is inhabited in every universe.
IC592-canonical-rebase-boundary-capstone	checked	incidence-theory/IncidenceTheory/DependentCanonicalRebase.lean	theorem incDepCanonicalRebaseTheorem	One certificate contrasts the inhabited canonical provider with the proved impossibility of the unrestricted universe-zero provider.
IC593-explicit-dispatcher-formation-invariance	checked	incidence-theory/IncidenceTheory/DependentDispatcherTargetInvariance.lean	def IncDepFormationTargetInvarianceFor	Formation target invariance is stated directly for an explicit mutual dispatcher without requiring an obsolete global-rebase hypothesis.
IC594-explicit-dispatcher-typing-invariance	checked	incidence-theory/IncidenceTheory/DependentDispatcherTargetInvariance.lean	def IncDepTypingTargetInvarianceFor	Typing target invariance is stated directly for an explicit dispatcher using formation equality and heterogeneous term equality.
IC595-explicit-local-formation-invariance	checked	incidence-theory/IncidenceTheory/DependentDispatcherTargetInvariance.lean	def IncDepFormationTargetInvariantForAt	The dispatcher-parametric formation motive is localized at one coherent readiness derivation.
IC596-explicit-global-local-equivalence	checked	incidence-theory/IncidenceTheory/DependentDispatcherTargetInvariance.lean	theorem incDepFormationTargetInvarianceFor_iff_local	Explicit-dispatcher global target invariance is equivalent to all localized formation motives.
IC597-old-invariance-interface-specialization	checked	incidence-theory/IncidenceTheory/DependentDispatcherTargetInvariance.lean	theorem incDepCanonicalFormationTargetInvariance_eq_dispatcher	The old target-invariance statement is exactly the explicit statement specialized to the old preservation dispatcher.
IC598-scoped-canonical-formation-invariance	checked	incidence-theory/IncidenceTheory/DependentDispatcherTargetInvariance.lean	def IncDepScopedCanonicalFormationTargetInvariance	The target-invariance objective is instantiated on the existing scoped canonical strict preservation dispatcher.
IC599-scoped-canonical-typing-invariance	checked	incidence-theory/IncidenceTheory/DependentDispatcherTargetInvariance.lean	def IncDepScopedCanonicalTypingTargetInvariance	The typing target-invariance objective is instantiated on the scoped canonical strict preservation dispatcher.
IC600-dispatcher-target-invariance-capstone	checked	incidence-theory/IncidenceTheory/DependentDispatcherTargetInvariance.lean	theorem incDepDispatcherTargetInvarianceTheorem	One certificate packages dispatcher-parametric localization and exact compatibility with the legacy statement.
IC601-scoped-base-target-invariance	checked	incidence-theory/IncidenceTheory/DependentScopedTargetInvarianceBase.lean	theorem incDepScopedCanonicalFormationTargetInvariantAt_base	Scoped canonical base formation target invariance holds definitionally.
IC602-scoped-unit-target-invariance	checked	incidence-theory/IncidenceTheory/DependentScopedTargetInvarianceBase.lean	theorem incDepScopedCanonicalFormationTargetInvariantAt_unit	Scoped canonical unit formation target invariance holds definitionally.
IC603-scoped-base-unit-invariance-capstone	checked	incidence-theory/IncidenceTheory/DependentScopedTargetInvarianceBase.lean	theorem incDepScopedTargetInvarianceBaseTheorem	One certificate packages unconditional scoped base and unit formation closure.
IC604-scoped-pi-recursive-target-law	checked	incidence-theory/IncidenceTheory/DependentScopedPiSigmaTargetInvariance.lean	theorem incDepScopedCanonicalFormation_pi_recursive_target	Scoped canonical Pi dispatch definitionally exposes the recursive dependent target package.
IC605-scoped-sigma-recursive-target-law	checked	incidence-theory/IncidenceTheory/DependentScopedPiSigmaTargetInvariance.lean	theorem incDepScopedCanonicalFormation_sigma_recursive_target	Scoped canonical Sigma dispatch definitionally exposes the recursive dependent target package.
